id,affiliation_name
10.78007519/z8s1v02,Mersin University
10.77968438/x8m0j77,Istanbul Medeniyet University
10.51342624/g6m0y40,Saglık Bilimleri Universty
10.29988363/b0k0f22,Istanbul Yeni Yuzyil University
10.25186013/m7v6h81,Çukurova University
10.64453732/k8q7y14,Başaksehir Cam and Sakura City Hospital
10.72681123/a8i7t45,University of Seoul
10.58722104/p6n6a74,Queen’s University Belfast
10.43972769/s2k9w69,University of Mississippi
10.18886299/u5s2u22,Mardin Artuklu University
10.17334362/b4q4s34,Ataturk University
10.33253424/h8b1b29,Üsküdar University
10.23056780/m9p0i80,Kastamonu University
10.6977090/k9o2z21,The Hong Kong Polytechnic University
10.40821385/a8i5h65,Illinois State University
10.23436354/d2s3d45,Macalester College
10.82953148/c4q9g91,Istanbul Universty
10.60533346/r1r7j52,Trabzon University
10.15378375/s3p9g94,Izmir Democracy University
10.65832516/s7n1j01,Istanbul Cerrahpasa University
10.83497533/a9c3k53,Ankara Yildirim Beyazit University
10.59971316/v0e9c02,Ege University
10.80024496/f8l3c13,Tokat Gaziosmanpasa University
10.52294260/q5q3a44,İstanbul Florence Nightingale Hospital
10.25413619/y3q1w11,Çanakkale Onsekiz Mart University
10.76364728/n4h4y03,Marmara University
10.22539776/f8j6q42,Gaziantep University
10.50183819/p6e4l29,Bilecik University
10.25409759/e1y2m97,Trakya University
10.51663411/s1a1l50,Muğla Sıtkı Koçman University
10.86174581/k2q9h58,Gümushane University
10.42473113/t1v9a99,Siirt University
10.51588292/g6h0e27,Diyarbakır Gazi Yasargil Training and Research Hospital
10.11455428/a0l3p27,Bülent Ecevit University
10.22204162/x3a5k91,Namık Kemal Univeristy
10.91046963/c8g9o53,Van Yuzuncu Yil University
10.11367178/q1b1q67,Cleveland Clinic
10.77287578/e1z4e61,National Institute of Mental Health
10.5236542/k2w7f49,Pennsylvania State University
10.371217/y5e0s05,"Sveučilište Jurja Dobrile u Puli, Filozofski fakultet"
10.56182086/m5l3y92,Bitlis Eren University
10.93971492/l5l3g35,Izmir Katip Celebi University
10.32008862/s3h7r40,Karadeniz Technical University
10.56831546/o3b4s98,Institut des Sciences de la Terre
10.12886562/q2j9d63,University of Oregon
10.22329964/n1w9f73,University of Calgary
10.87864506/g9m8m89,Federal University de Minas Gerais
10.41911432/y0i7r24,State University of Maringá
10.88765247/v5s0x42,Universidad Autónoma de Chile
10.77947682/t8p6w45,Universität Leipzig
10.24503276/p1s0z59,College of Charleston
10.67068040/p3h3s64,"University of California, Riverside"
10.64065347/c0z6x27,"Michigan Department of Environment, Great Lakes, and Energy"
10.73547002/z4a9r78,"California State University, Long Beach"
10.28145341/s9h4b00,Bucerius Law School
10.34006280/y9y2j32,University Potsdam
10.86981349/q3i8d00,University of Paris 8
10.16190790/j2y9o82,Universitat Jaume I
10.93587183/f8b2d03,Bursa Uludag University
10.86863408/w7o0g12,Acıbadem University
10.81643731/e1f6b35,Beykent Unıversıty
10.83981845/e9b2o74,Kırıkkale University
10.51772624/e0l5c40,İstanbul Esenyurt Üniversitesi
10.52903886/m3t1j27,Yaşar University
10.15790942/y7i6k89,Akdeniz University
10.32693127/d9i4b19,Adıyaman University
10.64052641/d8w2z22,Tekirdağ Namık Kemal University
10.25007451/f7h1r98,Harran University
10.35608571/e8c7x11,National Institute of Mental Health
10.64085629/b4u7z87,German Center for Neurodegenerative Diseases
10.64569660/e7e2k85,University of Münster
10.16051138/b0e1h88,University of Birmingham
10.31324688/n9b7c03,University of Rennes
10.56921672/l4z3a70,Brain Innovation (Netherlands)
10.47451980/o9a6l81,Dartmouth College
10.94219893/l6b6r81,Heinrich Heine University Düsseldorf
10.75415423/h4a2v60,Adelphi University
10.50541902/i0r6k35,Mila - Quebec Artificial Intelligence Institute
10.98424185/v3q7f80,Western University
10.3763785/c4x8e23,University of Pittsburgh
10.9834283/e4p4m88,University of Sussex
10.67804764/f6h4m55,"University of California, Los Angeles"
10.46537203/k1l8e39,Bielefeld University
10.62580635/t3e1w45,Semmelweis Egyetem
10.5394348/t5r6p33,Sankt Galler Stadtwerke
10.84002147/r4b4w67,Temple University
10.98184079/w2d9r64,National Institute of Standards and Technology
10.64337350/f6d4r84,Université Paris 8
10.44936360/r6t1b87,HEPL Haute Ecole Pédagogique Lausanne
10.67938458/y4e0t10,Griffith University
10.43531280/c2c2d12,University of Groningen
10.348580/v8e3n18,Université de Strasbourg
10.61790222/h8g4l02,Université catholique de Louvain
10.15732532/u3z3s33,University of Murcia
10.66375136/o1d8z65,Northumbria University
10.85023348/i0t4p82,Universitat de Barcelona
10.57880159/f2s4f92,Universitat de les Illes Balears
10.44043862/r4r9y98,Universidad Rey Juan Carlos
10.38113581/n7m6g99,Baylor University
10.6418399/f6d9a09,Leibniz Institute for the German Language
10.3086710/u6j4h73,Maltepe University
10.92669911/x9a7g23,Nanjing University of Science and Technology
10.57899410/u1w3i92,Nanjing University of Information Science and Technology
10.71452759/v3u2l34,Osaka Metropolitan University
10.6144953/k2h9f54,Kobe City College of Technology
10.58534398/g7m2c68,Ritsumeikan University
10.52546062/m2i8m03,Kindai University
10.33802612/q3n1n16,Omron (Japan)
10.68781668/k4e7s53,Ateneo de Manila University
10.80083256/e5s3w34,FSAEI of HE “Immanuel Kant Baltic Federal University”
10.56550226/n8q8v37,Tomsk State University of Control Systems and Radio-Electronics
10.28856867/z3f4d99,Ryazan State University
10.62803959/l8t7z83,Kazan Federal University
10.7056516/j6h9q59,Université Sorbonne Nouvelle
10.26744615/k2n0b29,Central University of Technology
10.49648049/g3a4o32,University of South Africa
10.69312688/i0b0w25,University of Strathclyde
10.38950563/u6q8a61,"Department of Computer Science, College of Computer Science and Engineering, Taibah University, Yanbu 966144, Saudi Arabia"
10.1416095/r4i7j95,"Computer Science Department, Faculty of Science, University of Tanta, Tanta, Gharbia, Egypt"
10.58349352/k4a5s29,"Department of Computer Science, College of Computers and Information Technology, Taif University, Taif 21944, Saudi Arabia"
10.78872202/y9r7f16,"Department of Information Technology, College of Computers and Information Technology, Taif University, Taif 21944, Saudi Arabia"
10.83742033/l0g0b96,"Tokyo Metropolitan Cancer and Infectious Disease Center Komagome Hospital, Surgery（Breast）"
10.58994835/b4k0b80,"Tokyo Medical and Dental University Hospital, Breast surgery"
10.15190511/u1o6r99,Nanjing University
10.60337773/v1v2j80,Harbin Engineering University
10.96338280/p9v2t25,University of Iowa
10.20265973/g5u0r28,Northern Illinois University
10.23665778/h7c4h23,"Bielefeld University, Bielefeld, Germany"
10.52206781/w1e0j36,Universidad de Concepción
10.27419776/z3g8l22,"Olabisi Onabanjo University, Business Administration department."
10.52519461/y4r7z93,"The Ohio State University Aerospace Research Center, Department of Mechanical and Aerospace Engineering, , 2300 W Case Road, Columbus, OH 43235"
10.41423124/d6i7s67,Case Western Reserve University
10.92292187/k8g5q63,University of Chicago
10.39518227/u3q6p96,"National University of Ireland, Maynooth"
10.70934981/s5f1q79,Sorbonne Université
10.68835485/u5e4w37,Indian Institute of Science Bangalore
10.24881694/u8z7i23,Heidelberg University
10.19760488/b3b9b15,Debreceni Egyetem
10.66633314/a6r9n05,Humboldt-Universität zu Berlin
10.61845256/b4m4p40,Bayero University Kano
10.39584319/k4r7e60,Vanderbilt University Medical Center
10.3809012/t4d2w12,Technion – Israel Institute of Technology
10.45739416/e3k9e93,Space Telescope Science Institute
10.72016695/k2u9u35,Johns Hopkins University
10.82644509/r9r8a77,Florida International University
10.57407111/i6i1t37,Osservatorio Astrofisico di Catania
10.75603971/v7c0i75,Universidad Andrés Bello
10.69777866/h9k9l17,National Centre for Nuclear Research
10.73388771/w8q2u41,Scuola Internazionale Superiore di Studi Avanzati
10.47728675/g4k1o29,Max Planck Institute for Radio Astronomy
10.8253236/l3o3d81,University of Sheffield
10.7522626/o4d4p08,Universidad Nacional Autónoma de México
10.22814658/g6e2e14,Universidad de La Laguna
10.49923139/k9d6h79,Instituto de Astrofísica de Canarias
10.18734548/f8h4p71,"University of Southern Denmark, Odense, Denmark"
10.48266493/a8i2l19,University of Canberra
10.58817526/e3v7o40,University of Göttingen
10.16488042/n2k0m08,"National University of Defense Technology Aeronautics and Astronautics, , Changsha 410073 ,"
10.38944804/z9t4y14,"National University of Defense Technology College of Sciences, , Changsha 410073 ,"
10.97317659/c1y1y90,"Southwest University of Science and Technology School of Information Engineering, , Mianyang 621010 , ;"
10.60713745/h6w1z33,"Anhui University School of Internet, , Hefei 230039, Anhui ,"
10.84672935/z4m9i63,"Sichuan University of Science and Engineering School of Mechanical Engineering, , Yibin 64400 ,"
10.53495666/q1x2v59,"Donghua University College of Mechanical Engineering, , Shanghai 201600 ,"
10.62805345/d8e5w82,"Qingdao University College of Mechanical and Electrical Engineering, , Qingdao 266000 ,"
10.93660380/y2z4k72,"King’s College London, United Kingdom"
10.57753747/v7u5o00,"Ludwig-Maximilians-Universität München, Munich, Germany"
10.22142045/f8q4f84,"Universität der Bundeswehr München, Germany"
10.39065031/s1k1t02,"Universidade Federal de Minas Gerais, Belo Horizonte, Brazil"
10.59837798/s2c2p69,"Universidade Federal de Sergipe, Itabaiana, Brazil"
10.90748568/q7h9r14,"Massachusetts Institute of Technology, Cambridge, USA"
10.76309825/n2y3p68,"École normale supérieure and CNRS, Université Paris Sciences et Lettres, France"
10.51578456/n9s3g59,"Université des Sciences, des Techniques et des Technologies de Bamako, Mali"
10.67601469/n4h1y57,"University of California, Los Angeles, USA"
10.93688564/h7r5h43,"Universität Paderborn, Germany"
10.83206250/x3x5f05,"Kyoto University, Kyoto, Japan"
10.85672951/b5m5y41,"Université de Lille, Villeneuve D’Ascq Cedex, France"
10.10444020/q5v8x76,"École Normale Superieure, Paris Cedex, France"
10.20478607/u9f6t70,"Archives Henri Poincaré, Université Nancy 2, France"
10.21514483/j4i9x27,"Johannes Gutenberg-Universität Mainz, Germany"
10.83519964/b8j3i48,"Universität Bielefeld, Bielefeld, Germany"
10.65448334/p0i1u11,"Pontificia Universidad Católica de Chile, Santiago, Chile"
10.43709452/v3z2v99,"Rice University, Houston, USA"
10.87763968/n1m8l35,"Sorbonne Université, Paris, France"
10.79779369/i5m9p18,"Université de Lorraine, Villers-lès-Nancy, France"
10.75438473/o6o7x97,"Charles University, Praha, Czech Republic"
10.6670642/g6i2i94,"Tsuda University, Tokyo, Japan"
10.10651002/j7q9y27,"Tokyo University of Science, Japan"
10.68184388/z8c9v40,"Humboldt Universität zu Berlin, Germany"
10.15652573/i4r4k74,"Waseda University, Tokyo, Japan"
10.25420603/h8g2t69,"UCLA, Los Angeles, USA"
10.34751155/a5m3b45,"Max-Planck-Institut für Mathematik, Bonn, Germany"
10.80289417/z7n9v52,"University of Warwick, Coventry, UK"
10.63634286/w9s7g70,"University of Washington, Seattle, USA"
10.67202865/k1v0f19,"California Institute of Technology, Pasadena, USA"
10.94314184/e9i4l17,"Weierstraß-Institut für Angewandte Analysis und Stochastik, Berlin, Germany"
10.7033775/k3c7s21,"Eindhoven University of Technology, Eindhoven, Netherlands"
10.58079545/r0c8y45,"Carnegie Mellon University, Pittsburgh, USA"
10.20867289/q5c3p70,Queen's University
10.67010764/r9l1o90,The Hong Kong University of Science and Technology
10.71831795/h7w7f58,Mayo Clinic
10.48999806/i9r9l68,University College Cork
10.86256798/w1n8v43,"Institute of Astronomy and Astrophysics, Academia Sinica"
10.12529458/s6w7a84,Arup
10.23161900/n5c2w82,University of Minho
10.683159/i8d2c62,Budapesti Corvinus Egyetem
10.52453109/e8c7f39,Loughborough University
10.41318226/y5s1u98,University of Auckland
10.57241561/a2b9f67,"Laboratory of Malaria and Vector Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health"
10.51909484/r2q0z17,"Instituto de Bioquímica Médica Leopoldo de Meis, Universidade Federal do Rio de Janeiro"
10.4011287/o2x1f59,"Aarhus University Department of Mechanical and Production Engineering, , Aarhus 8000 , Denmark"
10.44434721/u5x1i54,Universidade Federal Rural do Rio de Janeiro
10.35573672/f5y5c44,Ulyanovsk State Pedagogical University named after I. N. Ulyanov
10.96110173/w3l5v93,Moscow State University of Psychology and Education
10.7438806/s1q5m88,Omsk State Pedagogical University
10.51805510/p1c9f21,FSBEI of HE &quot;Don State Technical University&quot;
10.8434444/u1n2q69,FSBEI of HE &quot;Plekhanov Russian University of Economics&quot;
10.89004042/r4q5f06,FSBEI of HE &quot;Orenburg State Pedagogical University&quot;
10.84579450/w7n2s69,Iwate University
10.37203403/l3j3i26,Chiba Institute of Technology
10.57567141/a0l7m25,Moscow State Pedagogical University
10.68816809/i0m3x46,National Institute of Advanced Industrial Science and Technology
10.66087684/t3g6f00,National Research Lobachevsky State University  of Nizhny Novgorod
10.84341433/p2k5a26,EPS
10.82841130/i2d5j66,Biosystematics
10.77242962/s5x8s74,Laboratory of Plant Physiology
10.78665368/l4w6h56,Universitas Pendidikan Indonesia
10.63074935/r8r2u47,Ibn Haldun University
10.54990427/z4a2o66,University of Eastern Finland
10.26272674/w0v7u91,University of Helsinki
10.80890407/q9o9m97,University of Lapland
10.93862005/q9n3m59,Natural Resources Institute Finland
10.23137295/i2z5d94,Magyar Agrár- és Élettudományi Egyetem
10.2314215/k3r7z16,Budapest Business School University of Applied Economics
10.22483682/a9q4m73,Budapest Business School
10.80887573/l4q1j02,Sogang University
10.15711671/i8q1j40,Hydrology and Quantitative Water Management
10.55358412/n1h5d32,Management Studies
10.14370110/z2g3z08,National University of Public Service
10.30027272/v2l0a93,Eötvös Loránd University
10.93188814/t9o3q72,"University of Ljubljana, Academy of Music, Ljubljana, Slovenia"
10.55700937/f9p9p85,"University of Padova, FISPPA, Padova, Italy"
10.74019312/z4n2m43,Universidad Europea de Madrid
10.35422920/e4w2n42,Rocky Mountain Research Station
10.63496119/g2c9l95,Southern Research Station
10.53052702/r0p5b28,Murmansk Arctic State University
10.85278421/c4k6u14,Udmurt Federal Research Center of the Ural Branch of the Russian Academy of Sciences
10.61315973/r5q5g03,"Institute for Research in Biomedicine, Università della Svizzera Italiana (USI)"
10.41668104/i7l0k38,"Graduate School of Cellular and Molecular Sciences, University of Bern"
10.56092587/a2d9m20,Memorial Sloan Kettering Cancer Center
10.53911113/d9l9s36,"Centre for Epidemiology and Biostatistics, Melbourne School of Population and Global Health, The University of Melbourne"
10.58841514/e9q9c02,"Department of Epidemiology and Preventive Medicine, Monash University"
10.63889299/k7n7t56,"Shoklo Malaria Research Unit, Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University"
10.74235131/l6d5v32,"Centre for Tropical Medicine and Global Health, Nuffield Department of Medicine, University of Oxford"
10.36163775/n3u7r36,"Department of Medicine at the Doherty Institute, The University of Melbourne"
10.91568660/n6n0v74,Kings College London
10.73020797/m2d9u40,Virginia Tech
10.98137526/v3x0q00,"Department of Physics, Yale University"
10.62820867/l8i5i41,"Department of Molecular, Cellular and Developmental Biology, Yale University"
10.33500382/i3v5c89,"Quantitative Biology Institute, Yale University"
10.78519987/w3w8r91,"Institute of Ecology and Evolution, University of Oregon"
10.62870354/t3j9r50,"Department of Biology, University of Oregon"
10.37076511/h9x0m03,University of New Mexico
10.67836671/g2l8c88,Ludwig-Maximilians-Universität München
10.67612609/e0o3m73,Austrian Academy of Sciences
10.7160230/m3l8q37,"MRC Centre for Molecular Bacteriology and Infection, Department of Life Sciences, Imperial College London"
10.15842286/u4q7m98,"Department of Molecular Biosciences, University of Texas at Austin"
10.74894860/g7b1j11,"Department of Microbiology, Faculty of Biology, Universidad de Sevilla"
10.81648613/r6s3i80,"Division of Biosciences, Department of Life Sciences, College of Health and Life Sciences, Brunel University London"
10.77755488/u4h2m45,"Institute of Microbiology and Infection, College of Medical and Dental Sciences, University of Birmingham"
10.8560036/k3d2v85,"Department of Bacteriology-Hygiene, Bicêtre Hospital, Assistance Publique - Hôpitaux de Paris"
10.72904153/l1s2i80,"Laboratoire de Microbiologie, Institut de Biologie, Université de Neuchâtel"
10.13836761/r4q0y98,"John Ring LaMontagne Center for Infectious Diseases, University of Texas at Austin"
